Repository,CBO,DIT,LCOM,Code Lines,Comment Lines,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars
spring-cloud-gateway,7,1,13,36739,9113,2016-11-16 21:42:51 +0000 UTC,2022-09-13 12:29:45 +0000 UTC,Java,0,257,343,1782,No Releases,3695
PowerJob,6,1,4,29539,13966,2020-03-16 09:19:55 +0000 UTC,2022-09-13 10:37:40 +0000 UTC,Java,34,30,38,339,No Releases,3694
XXPermissions,4,1,35,4460,1145,2018-06-15 14:31:29 +0000 UTC,2022-09-13 14:04:54 +0000 UTC,Java,50,1,2,147,No Releases,3685
--,4,1,499,31746,2315,2020-06-18 22:47:21 +0000 UTC,2022-09-13 17:52:04 +0000 UTC,Java,0,0,19,4,No Releases,3675
SuperTextView,3,1,141,25988,5490,2016-10-19 04:06:54 +0000 UTC,2022-09-13 08:29:47 +0000 UTC,Java,39,3,24,172,No Releases,3674
ASimpleCache,4,1,38,2074,821,2013-07-28 13:50:59 +0000 UTC,2022-09-09 11:54:00 +0000 UTC,Java,0,4,30,4,No Releases,3672
spring-boot-starter,4,1,4,8479,4189,2015-09-25 13:05:15 +0000 UTC,2022-09-13 12:59:11 +0000 UTC,Java,23,321,10,333,No Releases,3670
MarqueeView,5,1,5,2008,127,2016-06-01 06:50:46 +0000 UTC,2022-09-13 13:47:26 +0000 UTC,Java,0,8,42,48,No Releases,3664
dubbo-admin,4,1,24,35563,5530,2018-01-11 05:30:17 +0000 UTC,2022-09-09 07:30:58 +0000 UTC,Java,4,234,161,445,No Releases,3651
QLExpress,4,1,12,15313,1632,2017-03-15 08:39:54 +0000 UTC,2022-09-13 14:10:20 +0000 UTC,Java,1,9,40,129,No Releases,3648
interviewGuide,0,0,0,20780,27,2016-04-20 07:17:09 +0000 UTC,2022-09-13 14:38:26 +0000 UTC,Java,0,3,12,3,No Releases,3648
tech-weekly,2,1,2,4890,350,2018-12-03 03:10:52 +0000 UTC,2022-09-13 13:29:46 +0000 UTC,Java,0,0,4,5,No Releases,3640
andOTP,6,1,41,39135,2290,2017-07-05 11:39:52 +0000 UTC,2022-09-13 14:32:30 +0000 UTC,Java,38,150,182,599,No Releases,3638
javassist,3,1,44,88325,21498,2013-05-24 08:31:32 +0000 UTC,2022-09-13 12:08:13 +0000 UTC,Java,20,60,195,144,No Releases,3636
StylishMusicPlayer,5,1,13,9016,990,2016-09-13 14:38:32 +0000 UTC,2022-09-06 11:23:49 +0000 UTC,Java,0,2,22,14,No Releases,3634
dynamic-datasource-spring-boot-starter,4,1,2,3771,2032,2018-04-28 02:32:16 +0000 UTC,2022-09-13 15:02:41 +0000 UTC,Java,9,38,1,378,No Releases,3626
android-common,3,1,124,7024,5744,2014-05-29 08:08:00 +0000 UTC,2022-09-09 03:24:31 +0000 UTC,Java,0,3,12,3,No Releases,3626
XposedInstaller,4,1,8,15540,948,2012-04-02 20:33:05 +0000 UTC,2022-09-13 11:08:38 +0000 UTC,Java,0,39,94,105,No Releases,3622
sofa-rpc,5,1,25,88363,41410,2018-04-09 03:32:04 +0000 UTC,2022-09-12 14:24:18 +0000 UTC,Java,48,531,25,564,No Releases,3612
emojicon,5,1,6,4619,908,2014-01-18 12:32:38 +0000 UTC,2022-08-29 17:10:19 +0000 UTC,Java,2,22,77,74,No Releases,3609
incubator-heron,5,1,20,266210,80819,2015-09-25 16:09:24 +0000 UTC,2022-09-13 03:55:25 +0000 UTC,Java,56,2424,376,673,No Releases,3596
ExplosionField,4,1,4,729,113,2015-09-23 11:34:50 +0000 UTC,2022-09-10 12:44:20 +0000 UTC,Java,0,2,20,2,No Releases,3586
atmosphere,5,1,49,44015,17656,2010-06-30 14:26:23 +0000 UTC,2022-09-13 07:41:41 +0000 UTC,Java,0,289,39,2068,No Releases,3583
jetcache,6,1,15,22889,2455,2017-04-12 07:48:23 +0000 UTC,2022-09-13 08:36:23 +0000 UTC,Java,59,27,271,399,No Releases,3580
DataMiningAlgorithm,2,1,9,31599,4041,2015-01-11 02:50:28 +0000 UTC,2022-09-13 12:17:22 +0000 UTC,Java,0,0,1,1,No Releases,3579
parceler,4,1,16,11320,3438,2013-07-03 02:53:01 +0000 UTC,2022-09-04 00:17:42 +0000 UTC,Java,0,73,29,287,No Releases,3577
blurkit-android,6,1,30,1149,184,2016-11-06 03:14:58 +0000 UTC,2022-09-10 16:02:16 +0000 UTC,Java,3,10,31,35,No Releases,3577
DropDownMenu,4,1,2,1313,147,2015-06-23 07:43:56 +0000 UTC,2022-09-07 10:04:02 +0000 UTC,Java,2,0,52,17,No Releases,3574
ChatKit,5,2,35,7219,1383,2017-02-02 09:37:15 +0000 UTC,2022-09-09 15:29:35 +0000 UTC,Java,1,27,106,197,No Releases,3573
Store,6,1,17,13962,3465,2016-11-29 20:17:11 +0000 UTC,2022-09-08 12:19:55 +0000 UTC,Java,0,190,29,132,No Releases,3569
CustomActivityOnCrash,5,1,32,1668,537,2014-07-04 19:46:21 +0000 UTC,2022-09-12 11:10:51 +0000 UTC,Java,12,9,0,71,No Releases,3569
android-stackblur,1,1,0,2185,293,2013-08-15 14:44:32 +0000 UTC,2022-09-05 15:05:05 +0000 UTC,Java,0,13,12,25,No Releases,3567
xboot,7,1,2,17607,5947,2018-04-23 14:44:18 +0000 UTC,2022-09-13 08:22:33 +0000 UTC,Java,6,1,3,47,No Releases,3564
rejoiner,6,1,4,9194,1818,2017-12-06 19:09:53 +0000 UTC,2022-09-13 17:00:41 +0000 UTC,Java,3,48,36,22,No Releases,3553
XChange,5,1,26,582322,24465,2012-02-02 10:48:28 +0000 UTC,2022-09-13 12:15:27 +0000 UTC,Java,0,2446,291,1372,No Releases,3553
mpush,4,1,24,18999,8918,2016-04-28 01:43:19 +0000 UTC,2022-09-13 15:02:41 +0000 UTC,Java,9,1,23,15,No Releases,3550
micrometer,6,1,18,69358,30029,2017-04-10 21:36:51 +0000 UTC,2022-09-13 09:35:47 +0000 UTC,Java,160,1299,294,1469,No Releases,3544
RecyclerViewPager,4,1,9,3345,381,2015-01-17 18:30:34 +0000 UTC,2022-09-13 08:31:46 +0000 UTC,Java,10,36,121,68,No Releases,3543
retrolambda,2,1,9,7942,633,2013-07-20 07:25:22 +0000 UTC,2022-09-11 11:41:48 +0000 UTC,Java,0,22,18,106,No Releases,3542
flink-recommandSystem-demo,3,1,6,11665,564,2019-05-15 07:55:35 +0000 UTC,2022-09-13 15:31:28 +0000 UTC,Java,0,9,12,28,No Releases,3534
floatingsearchview,3,1,26,5586,981,2015-11-22 02:38:32 +0000 UTC,2022-09-12 06:31:54 +0000 UTC,Java,0,16,62,219,No Releases,3528
SwipeMenuListView,4,1,15,1859,301,2014-08-24 15:40:45 +0000 UTC,2022-08-17 08:06:55 +0000 UTC,Java,2,10,127,29,No Releases,3512
hudi,8,1,50,313287,90513,2016-12-14 15:53:41 +0000 UTC,2022-09-13 17:03:33 +0000 UTC,Java,18,3624,202,1612,No Releases,3506
ThreeTenABP,4,1,1,857,70,2015-07-03 17:35:09 +0000 UTC,2022-09-10 01:41:14 +0000 UTC,Java,0,29,5,83,No Releases,3502
Geyser,7,2,30,71911,23387,2019-07-08 17:23:17 +0000 UTC,2022-09-13 17:10:08 +0000 UTC,Java,0,825,218,1985,No Releases,3502
JimuReport,5,1,1,3545,351,2019-12-05 12:25:59 +0000 UTC,2022-09-13 08:01:50 +0000 UTC,Java,4,0,61,1147,No Releases,3501
MagicaSakura,8,1,25,7626,1552,2016-06-23 07:54:59 +0000 UTC,2022-09-09 11:56:56 +0000 UTC,Java,3,4,23,43,No Releases,3501
bistoury,4,1,21,127186,28213,2019-08-01 07:54:25 +0000 UTC,2022-09-13 09:51:12 +0000 UTC,Java,8,28,52,47,No Releases,3496
FlexibleAdapter,6,2,102,21650,9080,2015-05-02 22:00:43 +0000 UTC,2022-09-10 02:04:04 +0000 UTC,Java,30,27,62,669,No Releases,3494
SwipeDelMenuLayout,3,1,5,2234,360,2016-08-25 08:10:45 +0000 UTC,2022-09-06 11:00:03 +0000 UTC,Java,2,0,49,40,No Releases,3491
hackpad,5,1,152,385775,72070,2015-08-14 02:32:17 +0000 UTC,2022-09-12 11:35:53 +0000 UTC,Java,0,15,42,11,No Releases,3491
Skeleton,3,1,4,1978,157,2017-07-30 06:42:39 +0000 UTC,2022-09-13 00:22:03 +0000 UTC,Java,0,2,24,30,No Releases,3490
GeekNews,4,1,10,15379,1835,2016-08-07 14:56:56 +0000 UTC,2022-08-31 13:30:01 +0000 UTC,Java,0,4,48,88,No Releases,3490
crate,7,1,43,560602,161470,2013-04-10 09:17:16 +0000 UTC,2022-09-13 04:01:47 +0000 UTC,Java,47,10520,192,1301,No Releases,3487
Music-Player,4,1,5,1774,338,2016-05-06 21:55:37 +0000 UTC,2022-09-10 01:36:39 +0000 UTC,Java,2,3,1,17,No Releases,3486
Guns,7,1,9,269861,40533,2017-07-06 05:19:54 +0000 UTC,2022-09-12 17:00:18 +0000 UTC,Java,0,2,41,31,No Releases,3484
TinyPinyin,2,1,8,6758,431,2015-09-30 03:24:50 +0000 UTC,2022-09-10 03:57:01 +0000 UTC,Java,2,1,32,24,No Releases,3479
SeeWeather,4,1,6,6069,618,2016-02-20 13:10:14 +0000 UTC,2022-09-07 06:59:21 +0000 UTC,Java,2,3,0,0,No Releases,3468
groupie,5,1,29,7490,665,2016-09-01 20:59:35 +0000 UTC,2022-09-13 17:36:46 +0000 UTC,Java,28,114,56,233,No Releases,3461
LiveEventBus,3,1,4,9381,1175,2018-07-11 07:36:59 +0000 UTC,2022-09-13 06:44:27 +0000 UTC,Java,0,3,105,49,No Releases,3460
Play-with-Algorithms,2,1,5,116194,5956,2016-07-05 18:16:22 +0000 UTC,2022-09-11 06:22:57 +0000 UTC,Java,0,2,0,27,No Releases,3458
DSBridge-Android,2,1,15,3131,195,2017-01-02 11:58:53 +0000 UTC,2022-09-13 14:28:26 +0000 UTC,Java,2,6,89,89,No Releases,3447
h2database,6,2,164,293736,73864,2015-04-10 19:09:09 +0000 UTC,2022-09-12 14:01:23 +0000 UTC,Java,18,1506,307,1651,No Releases,3444
databus,5,1,46,195250,35524,2012-12-17 17:49:17 +0000 UTC,2022-09-09 09:58:03 +0000 UTC,Java,0,32,31,55,No Releases,3444
AppUpdate,4,1,37,4933,1233,2017-06-19 09:38:42 +0000 UTC,2022-09-12 06:53:57 +0000 UTC,Java,3,10,86,48,No Releases,3437
giffun,5,1,25,48487,18962,2019-01-28 05:11:00 +0000 UTC,2022-09-13 16:23:33 +0000 UTC,Java,0,0,27,42,No Releases,3435
toBeBetterJavaer,0,0,0,88688,173,2018-11-08 00:35:56 +0000 UTC,2022-09-13 11:48:15 +0000 UTC,Java,0,7,4,8,No Releases,3434
light-4j,4,1,21,68237,26611,2016-09-09 22:28:14 +0000 UTC,2022-09-12 09:49:14 +0000 UTC,Java,150,539,30,761,No Releases,3434
strimzi-kafka-operator,10,1,41,313753,33235,2016-05-06 08:52:33 +0000 UTC,2022-09-13 12:49:19 +0000 UTC,Java,104,3924,97,1824,No Releases,3430
Ehviewer_CN_SXJ,7,1,47,80293,14162,2020-11-09 06:14:31 +0000 UTC,2022-09-13 12:49:19 +0000 UTC,Java,41,2,92,253,No Releases,3426
BackgroundLibrary,4,1,34,11935,524,2018-09-09 08:52:45 +0000 UTC,2022-09-13 06:38:02 +0000 UTC,Java,12,3,5,134,No Releases,3426
liquibase,6,1,64,194447,22350,2011-07-08 20:08:20 +0000 UTC,2022-09-11 17:49:33 +0000 UTC,Java,75,1505,458,581,No Releases,3420
netty-learning,5,1,39,75410,39690,2013-09-19 02:24:25 +0000 UTC,2022-09-09 02:35:10 +0000 UTC,Java,0,2,3,3,No Releases,3418
android-butterknife-zelezny,4,1,11,2541,425,2013-12-23 14:24:08 +0000 UTC,2022-09-13 04:28:13 +0000 UTC,Java,8,12,48,93,No Releases,3417
SSM,3,1,110,852,182,2016-06-21 10:09:02 +0000 UTC,2022-09-13 12:52:24 +0000 UTC,Java,10,9,5,28,No Releases,3413
android-priority-jobqueue,4,1,10,15790,1771,2014-06-20 00:12:45 +0000 UTC,2022-09-07 08:45:33 +0000 UTC,Java,0,62,138,255,No Releases,3411
maxwell,6,1,31,27094,1692,2015-02-09 22:06:13 +0000 UTC,2022-09-12 09:44:24 +0000 UTC,Java,192,730,162,814,No Releases,3398
Terasology,6,1,25,154849,30840,2011-03-04 03:49:19 +0000 UTC,2022-09-13 11:24:28 +0000 UTC,Java,69,2512,477,1541,No Releases,3397
leetcode,2,1,0,4342,386,2016-07-31 05:28:15 +0000 UTC,2022-09-13 19:03:10 +0000 UTC,Java,0,95,1,16,No Releases,3393
android-maps-utils,6,1,30,20029,8600,2013-05-17 00:08:48 +0000 UTC,2022-09-13 12:51:37 +0000 UTC,Java,25,427,53,507,No Releases,3391
data-transfer-project,6,1,6,77169,12681,2018-01-04 21:27:57 +0000 UTC,2022-09-13 10:14:28 +0000 UTC,Java,49,800,125,129,No Releases,3385
kylin,5,1,91,337569,70728,2015-01-03 08:00:05 +0000 UTC,2022-09-13 13:45:44 +0000 UTC,Java,0,1471,0,0,No Releases,3380
effective-java-3e-source-code,1,1,1,3294,678,2018-08-03 20:48:35 +0000 UTC,2022-09-13 02:08:36 +0000 UTC,Java,0,0,10,2,No Releases,3373
MusicBot,6,2,8,5213,1332,2016-08-14 18:46:29 +0000 UTC,2022-09-13 14:45:19 +0000 UTC,Java,33,29,119,654,No Releases,3371
jacoco,4,1,12,62042,19975,2012-07-08 21:45:13 +0000 UTC,2022-09-13 02:12:06 +0000 UTC,Java,44,422,84,674,No Releases,3368
Android-Week-View,3,1,238,2608,638,2014-09-17 10:07:12 +0000 UTC,2022-09-12 09:36:47 +0000 UTC,Java,4,36,178,306,No Releases,3367
archi,5,1,1,3446,106,2015-09-11 16:13:34 +0000 UTC,2022-09-06 03:13:10 +0000 UTC,Java,0,6,9,13,No Releases,3357
oshi,5,1,27,41730,24184,2012-02-10 12:46:48 +0000 UTC,2022-09-12 15:39:57 +0000 UTC,Java,134,1287,7,798,No Releases,3357
AlgoDS,1,1,1,28191,3128,2016-12-16 17:01:22 +0000 UTC,2022-09-12 16:18:49 +0000 UTC,Java,0,27,4,8,No Releases,3348
MyBatis-Spring-Boot,5,1,5,3977,654,2015-12-19 09:57:22 +0000 UTC,2022-09-13 09:05:37 +0000 UTC,Java,0,0,95,77,No Releases,3341
keepass2android,4,1,42,251862,49650,2017-09-20 18:42:02 +0000 UTC,2022-09-13 18:28:32 +0000 UTC,Java,19,69,790,1187,No Releases,3340
BottomNavigationViewEx,4,1,50,2834,624,2016-11-12 08:39:38 +0000 UTC,2022-09-08 07:45:48 +0000 UTC,Java,19,8,53,144,No Releases,3329
vertx-examples,5,1,1,78073,11599,2015-02-24 17:42:44 +0000 UTC,2022-09-09 02:27:35 +0000 UTC,Java,0,178,32,183,No Releases,3328
calcite,7,1,272,443168,138198,2014-06-25 07:00:07 +0000 UTC,2022-09-13 14:47:28 +0000 UTC,Java,0,790,0,0,No Releases,3327
jpexs-decompiler,6,1,51,357982,126784,2014-05-10 17:20:56 +0000 UTC,2022-09-13 16:38:30 +0000 UTC,Java,121,104,0,0,No Releases,3323
LQRWeChat,5,1,18,25605,3193,2017-02-07 06:32:40 +0000 UTC,2022-09-13 08:02:50 +0000 UTC,Java,0,0,0,0,No Releases,3322
Android,4,1,2,30295,3162,2013-09-02 16:12:28 +0000 UTC,2022-09-11 05:12:00 +0000 UTC,Java,0,0,28,1,No Releases,3322
OsmAnd,7,1,86,1008830,51579,2011-01-15 19:59:44 +0000 UTC,2022-09-13 15:19:51 +0000 UTC,Java,1,4663,2366,6959,No Releases,3320
PreviewSeekBar,5,1,26,2827,673,2017-01-24 23:52:44 +0000 UTC,2022-09-02 03:39:51 +0000 UTC,Java,7,6,3,34,No Releases,3318
DDComponentForAndroid,3,1,6,3279,652,2017-09-07 05:48:44 +0000 UTC,2022-09-09 04:03:30 +0000 UTC,Java,4,8,22,93,No Releases,3317
ScalingLayout,3,1,4,1318,197,2017-10-01 12:28:34 +0000 UTC,2022-09-10 08:44:27 +0000 UTC,Java,4,6,6,10,No Releases,3311
DesignPattern,2,1,1,5888,1250,2016-10-21 10:59:32 +0000 UTC,2022-09-13 06:41:45 +0000 UTC,Java,0,2,5,20,No Releases,3309
actor-platform,4,1,17,356377,42366,2015-06-21 00:29:57 +0000 UTC,2022-09-12 06:35:45 +0000 UTC,Java,97,160,0,0,No Releases,3308
nifi,6,1,47,1148279,291190,2014-12-12 08:00:05 +0000 UTC,2022-09-13 03:03:57 +0000 UTC,Java,0,454,0,0,No Releases,3308
99-problems,1,1,1,7028,902,2015-11-22 05:56:33 +0000 UTC,2022-09-12 14:13:41 +0000 UTC,Java,0,11,5,1,No Releases,3307
Linkage-RecyclerView,6,1,10,4315,1141,2019-04-22 04:39:46 +0000 UTC,2022-09-11 10:27:32 +0000 UTC,Java,0,1,2,54,No Releases,3305
library,6,1,5,10773,83,2019-01-11 09:14:03 +0000 UTC,2022-09-13 03:33:30 +0000 UTC,Java,0,31,12,22,No Releases,3285
http-request,2,1,78,5579,2480,2011-10-21 19:54:58 +0000 UTC,2022-09-04 09:04:55 +0000 UTC,Java,0,12,68,58,No Releases,3283
aviatorscript,4,1,61,41754,11373,2011-03-29 12:48:47 +0000 UTC,2022-09-13 04:01:36 +0000 UTC,Java,48,63,34,380,No Releases,3280
small-spring,3,1,12,17818,4828,2021-05-15 06:07:28 +0000 UTC,2022-09-13 09:55:22 +0000 UTC,Java,0,7,20,17,No Releases,3279
novel,4,1,21,8577,3459,2019-11-11 01:13:52 +0000 UTC,2022-09-12 08:58:57 +0000 UTC,Java,9,0,14,3,No Releases,3276
LoadSir,5,1,4,22661,440,2017-09-02 08:32:15 +0000 UTC,2022-09-09 16:40:08 +0000 UTC,Java,6,15,17,133,No Releases,3275
AutoDispose,7,1,20,13210,4844,2016-12-22 18:46:11 +0000 UTC,2022-09-07 06:44:06 +0000 UTC,Java,2,264,3,172,No Releases,3275
maven,5,1,84,127369,41737,2009-05-21 03:22:03 +0000 UTC,2022-09-13 16:18:14 +0000 UTC,Java,3,207,0,0,No Releases,3272
iceberg,8,1,29,486628,84366,2018-11-19 16:26:46 +0000 UTC,2022-09-13 17:05:40 +0000 UTC,Java,7,2969,780,983,No Releases,3259
libstreaming,3,1,23,28384,6018,2013-01-30 21:24:47 +0000 UTC,2022-09-09 07:10:59 +0000 UTC,Java,0,14,229,45,No Releases,3257
JDA,8,1,123,73899,65021,2015-12-12 13:57:32 +0000 UTC,2022-09-12 19:45:35 +0000 UTC,Java,61,1033,17,789,No Releases,3253
volley,5,1,12,11364,3996,2017-01-24 17:39:33 +0000 UTC,2022-09-13 02:29:26 +0000 UTC,Java,9,104,26,258,No Releases,3243
hope-boot,5,1,6,165317,32104,2018-10-17 07:50:48 +0000 UTC,2022-09-11 13:47:45 +0000 UTC,Java,2,42,0,29,No Releases,3239
LoganSquare,3,1,8,9489,708,2015-02-17 03:24:12 +0000 UTC,2022-09-09 13:41:18 +0000 UTC,Java,0,13,66,123,No Releases,3239
NewbieGuide,4,1,10,3045,421,2017-07-28 06:54:05 +0000 UTC,2022-09-13 06:59:08 +0000 UTC,Java,20,3,90,104,No Releases,3239
LeafPic,6,1,21,26156,3353,2016-01-07 17:24:12 +0000 UTC,2022-09-13 07:28:22 +0000 UTC,Java,7,195,64,299,No Releases,3238
Android-Tips,1,1,0,1014,20,2015-09-10 09:01:47 +0000 UTC,2022-09-09 09:34:25 +0000 UTC,Java,0,23,2,7,No Releases,3236
SuperTextView,3,1,141,25988,5490,2017-04-17 11:32:41 +0000 UTC,2022-09-13 03:11:38 +0000 UTC,Java,33,1,35,80,No Releases,3236
chunjun,7,1,31,192719,32668,2018-04-03 12:44:58 +0000 UTC,2022-09-13 09:47:31 +0000 UTC,Java,27,238,205,643,No Releases,3235
spock,5,1,33,65143,18704,2010-12-12 19:02:34 +0000 UTC,2022-09-13 03:47:14 +0000 UTC,Java,19,464,202,697,No Releases,3234
android-saripaar,5,1,11,8786,5139,2012-09-08 11:52:30 +0000 UTC,2022-09-09 08:19:12 +0000 UTC,Java,3,13,63,156,No Releases,3231
flutter-webrtc,7,1,57,20462,1370,2018-03-07 02:26:03 +0000 UTC,2022-09-13 14:22:57 +0000 UTC,Java,48,208,269,530,No Releases,3226
undertow,5,1,35,152777,47094,2012-07-19 00:52:44 +0000 UTC,2022-09-13 18:37:55 +0000 UTC,Java,0,895,0,0,No Releases,3226
TelegramBots,7,1,12,30201,5247,2016-01-14 00:13:07 +0000 UTC,2022-09-13 16:37:38 +0000 UTC,Java,74,285,129,535,No Releases,3223
drag-sort-listview,3,1,28,5339,1615,2012-06-01 06:32:13 +0000 UTC,2022-09-13 10:07:59 +0000 UTC,Java,0,14,58,71,No Releases,3214
android-hidden-api,8,1,56,1313,503,2015-09-16 11:58:33 +0000 UTC,2022-09-10 22:57:10 +0000 UTC,Java,1,2,38,48,No Releases,3207
jvm-serializers,6,1,45,26510,3037,2010-04-25 03:12:00 +0000 UTC,2022-09-10 17:24:47 +0000 UTC,Java,0,43,4,17,No Releases,3205
Alink,6,1,40,964896,83813,2018-09-30 06:36:11 +0000 UTC,2022-09-13 02:38:31 +0000 UTC,Java,19,3,30,159,No Releases,3205
boxing,6,1,20,7913,2632,2017-01-22 07:04:34 +0000 UTC,2022-09-06 11:55:56 +0000 UTC,Java,1,4,30,123,No Releases,3201
AndroidViewHover,3,1,65,1465,131,2014-08-08 12:04:43 +0000 UTC,2022-09-04 13:27:38 +0000 UTC,Java,4,3,17,9,No Releases,3197
UETool,5,1,8,5064,125,2018-05-16 08:13:17 +0000 UTC,2022-09-05 03:47:37 +0000 UTC,Java,10,52,2,38,No Releases,3195
GalleryFinal,5,1,45,9611,2576,2015-09-21 07:01:17 +0000 UTC,2022-09-06 12:26:24 +0000 UTC,Java,4,2,118,32,No Releases,3192
typedb,8,2,27,60302,10660,2016-07-11 23:59:57 +0000 UTC,2022-09-13 12:10:50 +0000 UTC,Java,86,3708,230,2043,No Releases,3191
ChipsLayoutManager,5,1,17,12489,1019,2016-08-03 19:23:43 +0000 UTC,2022-09-09 09:46:04 +0000 UTC,Java,11,3,35,29,No Releases,3191
IDDD_Samples,4,1,27,37399,7711,2013-04-08 22:12:57 +0000 UTC,2022-09-12 15:56:34 +0000 UTC,Java,0,6,23,6,No Releases,3188
ffmpeg-android-java,2,1,7,2420,175,2014-09-11 10:12:09 +0000 UTC,2022-09-11 17:03:49 +0000 UTC,Java,8,7,265,91,No Releases,3187
ActionBar-PullToRefresh,5,1,9,4855,2467,2013-06-04 14:44:53 +0000 UTC,2022-09-09 14:06:48 +0000 UTC,Java,0,12,0,0,No Releases,3182
afinal,4,1,81,7166,4501,2012-10-17 08:10:00 +0000 UTC,2022-09-09 11:58:11 +0000 UTC,Java,0,10,51,30,No Releases,3179
AndServer,5,1,48,14702,8026,2016-06-14 00:52:52 +0000 UTC,2022-09-13 10:05:52 +0000 UTC,Java,0,11,101,340,No Releases,3174
jfinal,4,1,73,32898,16369,2012-04-25 08:48:48 +0000 UTC,2022-09-12 08:42:01 +0000 UTC,Java,0,22,8,117,No Releases,3169
network-connection-class,3,1,4,1169,249,2015-03-18 02:16:43 +0000 UTC,2022-09-07 05:07:37 +0000 UTC,Java,2,5,20,13,No Releases,3169
GsonFormat,2,1,54,6593,1817,2014-10-31 14:16:39 +0000 UTC,2022-09-09 05:49:20 +0000 UTC,Java,4,10,62,75,No Releases,3167
TextDrawable,5,1,10,1454,98,2014-10-19 09:56:45 +0000 UTC,2022-09-10 08:18:58 +0000 UTC,Java,0,0,42,17,No Releases,3167
NullAway,4,1,31,28294,7562,2017-09-01 17:35:57 +0000 UTC,2022-09-07 06:41:39 +0000 UTC,Java,0,385,71,167,No Releases,3163
cobar,4,1,40,81427,22676,2014-01-15 11:20:09 +0000 UTC,2022-09-13 06:21:03 +0000 UTC,Java,1,12,49,32,No Releases,3158
JavaEETest,3,1,3,161982,10635,2016-12-13 02:13:58 +0000 UTC,2022-09-11 14:43:58 +0000 UTC,Java,0,0,6,9,No Releases,3153
RxAndroidBle,5,1,55,31562,3695,2016-02-04 13:42:02 +0000 UTC,2022-09-13 05:28:34 +0000 UTC,Java,53,213,47,509,No Releases,3151
immutables,4,1,28,72611,23677,2013-07-07 13:48:23 +0000 UTC,2022-09-13 16:13:42 +0000 UTC,Java,8,283,371,717,No Releases,3150
jmonkeyengine,6,1,53,824810,129833,2014-03-20 22:29:28 +0000 UTC,2022-09-13 14:50:16 +0000 UTC,Java,48,803,168,658,No Releases,3148
BubbleSeekBar,4,1,91,3087,205,2016-11-03 14:31:05 +0000 UTC,2022-09-13 14:30:47 +0000 UTC,Java,12,4,52,145,No Releases,3146
react-native-share,5,2,9,7433,724,2015-09-30 02:27:34 +0000 UTC,2022-09-13 10:11:50 +0000 UTC,Java,91,360,33,820,No Releases,3145
StickerCamera,4,1,37,18023,5453,2015-07-05 14:12:43 +0000 UTC,2022-09-13 02:57:16 +0000 UTC,Java,0,0,45,6,No Releases,3143
igniter,4,1,15,9858,503,2018-11-08 22:19:03 +0000 UTC,2022-09-13 11:40:15 +0000 UTC,Java,33,77,23,278,No Releases,3143
Android-BluetoothKit,4,1,18,10187,794,2015-10-08 09:07:33 +0000 UTC,2022-09-13 02:35:24 +0000 UTC,Java,0,2,102,66,No Releases,3142
wgcloud,6,1,38,482084,71634,2019-01-15 02:02:21 +0000 UTC,2022-09-13 14:10:38 +0000 UTC,Java,12,0,10,26,No Releases,3141
AndEngine,3,1,55,41702,19294,2011-11-22 14:20:11 +0000 UTC,2022-09-04 10:02:38 +0000 UTC,Java,0,44,79,84,No Releases,3140
animate,6,2,4,4069,242,2015-11-16 15:06:22 +0000 UTC,2022-09-03 10:01:32 +0000 UTC,Java,0,0,5,0,No Releases,3138
spring-cloud-kubernetes,7,1,7,46170,15954,2016-12-13 21:36:25 +0000 UTC,2022-09-13 09:04:25 +0000 UTC,Java,0,373,43,512,No Releases,3135
native-navigation,5,1,29,12699,1201,2016-09-16 17:16:56 +0000 UTC,2022-09-09 11:56:30 +0000 UTC,Java,0,64,52,20,No Releases,3133
MifareClassicTool,10,2,102,15480,5415,2013-02-12 15:39:03 +0000 UTC,2022-09-13 08:12:30 +0000 UTC,Java,2,76,35,248,No Releases,3133
java-tron,9,1,59,355523,42727,2017-12-26 10:20:38 +0000 UTC,2022-09-13 18:37:03 +0000 UTC,Java,68,2791,7,1031,No Releases,3133
jetlinks-community,8,1,12,40619,4189,2020-01-02 07:27:34 +0000 UTC,2022-09-13 13:03:58 +0000 UTC,Java,15,18,7,141,No Releases,3130
VideoPlayerManager,4,1,9,5403,633,2015-07-09 21:32:15 +0000 UTC,2022-09-09 11:59:11 +0000 UTC,Java,0,1,90,24,No Releases,3125
jvm-tools,4,1,19,35247,4522,2012-04-28 09:28:32 +0000 UTC,2022-09-13 12:08:53 +0000 UTC,Java,0,26,7,32,No Releases,3123
awaitility,3,1,13,7492,4011,2010-01-22 15:12:52 +0000 UTC,2022-09-13 07:51:55 +0000 UTC,Java,0,70,50,81,No Releases,3121
android-adDialog,4,1,16,2867,495,2016-08-02 08:00:57 +0000 UTC,2022-09-13 05:57:31 +0000 UTC,Java,0,0,20,7,No Releases,3116
citypicker,3,1,30,3003,179,2016-05-12 01:21:33 +0000 UTC,2022-09-13 09:06:30 +0000 UTC,Java,4,14,28,182,No Releases,3115
jackson-databind,3,1,26,7287631,895036,2011-12-23 07:17:41 +0000 UTC,2022-09-12 07:29:30 +0000 UTC,Java,0,405,446,2467,No Releases,3115
