Name,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars,Url
FlexibleAdapter,2015-05-02 22:00:43 +0000 UTC,2022-09-10 02:04:04 +0000 UTC,Java,30,27,62,669,2018-09-16T13:44:16Z,3494,https://github.com/davideas/FlexibleAdapter
SwipeDelMenuLayout,2016-08-25 08:10:45 +0000 UTC,2022-09-06 11:00:03 +0000 UTC,Java,2,0,49,40,2016-11-09T04:14:30Z,3491,https://github.com/mcxtzhang/SwipeDelMenuLayout
hackpad,2015-08-14 02:32:17 +0000 UTC,2022-09-12 11:35:53 +0000 UTC,Java,0,15,42,11,No Releases,3491,https://github.com/dropbox/hackpad
Skeleton,2017-07-30 06:42:39 +0000 UTC,2022-09-13 00:22:03 +0000 UTC,Java,0,2,24,30,No Releases,3490,https://github.com/ethanhua/Skeleton
GeekNews,2016-08-07 14:56:56 +0000 UTC,2022-08-31 13:30:01 +0000 UTC,Java,0,4,48,88,No Releases,3490,https://github.com/codeestX/GeekNews
crate,2013-04-10 09:17:16 +0000 UTC,2022-09-13 04:01:47 +0000 UTC,Java,47,10520,192,1301,2022-09-06T08:13:10Z,3487,https://github.com/crate/crate
Music-Player,2016-05-06 21:55:37 +0000 UTC,2022-09-10 01:36:39 +0000 UTC,Java,2,3,1,17,2018-02-14T14:33:53Z,3486,https://github.com/andremion/Music-Player
Guns,2017-07-06 05:19:54 +0000 UTC,2022-09-12 17:00:18 +0000 UTC,Java,0,2,41,31,No Releases,3484,https://github.com/stylefeng/Guns
TinyPinyin,2015-09-30 03:24:50 +0000 UTC,2022-09-10 03:57:01 +0000 UTC,Java,2,1,32,24,2017-03-11T16:14:49Z,3479,https://github.com/promeG/TinyPinyin
SeeWeather,2016-02-20 13:10:14 +0000 UTC,2022-09-07 06:59:21 +0000 UTC,Java,2,3,0,0,2016-02-28T03:47:55Z,3468,https://github.com/xcc3641/SeeWeather
groupie,2016-09-01 20:59:35 +0000 UTC,2022-09-13 17:36:46 +0000 UTC,Java,28,114,56,233,2022-05-03T10:37:47Z,3461,https://github.com/lisawray/groupie
LiveEventBus,2018-07-11 07:36:59 +0000 UTC,2022-09-13 06:44:27 +0000 UTC,Java,0,3,105,49,No Releases,3460,https://github.com/JeremyLiao/LiveEventBus
openhab1-addons,2013-09-20 20:28:43 +0000 UTC,2022-09-02 05:56:18 +0000 UTC,Java,14,2652,237,2555,2017-01-20T16:28:55Z,3458,https://github.com/openhab/openhab1-addons
Play-with-Algorithms,2016-07-05 18:16:22 +0000 UTC,2022-09-11 06:22:57 +0000 UTC,Java,0,2,0,27,No Releases,3458,https://github.com/liuyubobobo/Play-with-Algorithms
DSBridge-Android,2017-01-02 11:58:53 +0000 UTC,2022-09-13 14:28:26 +0000 UTC,Java,2,6,89,89,2018-02-05T10:39:28Z,3447,https://github.com/wendux/DSBridge-Android
h2database,2015-04-10 19:09:09 +0000 UTC,2022-09-12 14:01:23 +0000 UTC,Java,18,1506,307,1651,2022-06-14T01:32:55Z,3444,https://github.com/h2database/h2database
databus,2012-12-17 17:49:17 +0000 UTC,2022-09-09 09:58:03 +0000 UTC,Java,0,32,31,55,No Releases,3444,https://github.com/linkedin/databus
AppUpdate,2017-06-19 09:38:42 +0000 UTC,2022-09-12 06:53:57 +0000 UTC,Java,3,10,86,48,2017-07-13T09:18:23Z,3437,https://github.com/WVector/AppUpdate
giffun,2019-01-28 05:11:00 +0000 UTC,2022-09-13 16:23:33 +0000 UTC,Java,0,0,27,42,No Releases,3435,https://github.com/guolindev/giffun
toBeBetterJavaer,2018-11-08 00:35:56 +0000 UTC,2022-09-13 11:48:15 +0000 UTC,Java,0,7,4,8,No Releases,3434,https://github.com/itwanger/toBeBetterJavaer
light-4j,2016-09-09 22:28:14 +0000 UTC,2022-09-12 09:49:14 +0000 UTC,Java,150,539,30,761,2022-08-24T02:17:39Z,3434,https://github.com/networknt/light-4j
strimzi-kafka-operator,2016-05-06 08:52:33 +0000 UTC,2022-09-13 12:49:19 +0000 UTC,Java,104,3924,97,1824,2022-09-06T12:17:12Z,3430,https://github.com/strimzi/strimzi-kafka-operator
jetty.project,2011-07-14 01:11:57 +0000 UTC,2022-09-10 11:22:32 +0000 UTC,Java,48,3122,362,4106,2022-08-22T04:59:54Z,3429,https://github.com/eclipse/jetty.project
Ehviewer_CN_SXJ,2020-11-09 06:14:31 +0000 UTC,2022-09-13 12:49:19 +0000 UTC,Java,41,2,92,253,2022-08-22T11:51:19Z,3426,https://github.com/xiaojieonly/Ehviewer_CN_SXJ
BackgroundLibrary,2018-09-09 08:52:45 +0000 UTC,2022-09-13 06:38:02 +0000 UTC,Java,12,3,5,134,2022-08-17T08:09:57Z,3426,https://github.com/JavaNoober/BackgroundLibrary
liquibase,2011-07-08 20:08:20 +0000 UTC,2022-09-11 17:49:33 +0000 UTC,Java,75,1505,458,581,2022-09-09T15:40:19Z,3420,https://github.com/liquibase/liquibase
netty-learning,2013-09-19 02:24:25 +0000 UTC,2022-09-09 02:35:10 +0000 UTC,Java,0,2,3,3,No Releases,3418,https://github.com/code4craft/netty-learning
android-butterknife-zelezny,2013-12-23 14:24:08 +0000 UTC,2022-09-13 04:28:13 +0000 UTC,Java,8,12,48,93,2017-03-22T12:19:29Z,3417,https://github.com/avast/android-butterknife-zelezny
SSM,2016-06-21 10:09:02 +0000 UTC,2022-09-13 12:52:24 +0000 UTC,Java,10,9,5,28,2017-11-01T18:18:47Z,3413,https://github.com/crossoverJie/SSM
android-priority-jobqueue,2014-06-20 00:12:45 +0000 UTC,2022-09-07 08:45:33 +0000 UTC,Java,0,62,138,255,No Releases,3411,https://github.com/yigit/android-priority-jobqueue
maxwell,2015-02-09 22:06:13 +0000 UTC,2022-09-12 09:44:24 +0000 UTC,Java,192,730,162,814,2022-07-29T04:46:06Z,3398,https://github.com/zendesk/maxwell
Terasology,2011-03-04 03:49:19 +0000 UTC,2022-09-13 11:24:28 +0000 UTC,Java,69,2512,477,1541,2022-09-03T10:00:21Z,3397,https://github.com/MovingBlocks/Terasology
Leetcode,2016-07-31 05:28:15 +0000 UTC,2022-09-13 19:03:10 +0000 UTC,Java,0,95,1,16,No Releases,3393,https://github.com/fishercoder1534/Leetcode
android-maps-utils,2013-05-17 00:08:48 +0000 UTC,2022-09-13 12:51:37 +0000 UTC,Java,25,427,53,507,2022-06-28T19:22:15Z,3391,https://github.com/googlemaps/android-maps-utils
data-transfer-project,2018-01-04 21:27:57 +0000 UTC,2022-09-13 10:14:28 +0000 UTC,Java,49,800,125,129,2022-09-08T15:46:08Z,3385,https://github.com/google/data-transfer-project
kylin,2015-01-03 08:00:05 +0000 UTC,2022-09-13 13:45:44 +0000 UTC,Java,0,1471,0,0,No Releases,3380,https://github.com/apache/kylin
effective-java-3e-source-code,2018-08-03 20:48:35 +0000 UTC,2022-09-13 02:08:36 +0000 UTC,Java,0,0,10,2,No Releases,3373,https://github.com/jbloch/effective-java-3e-source-code
MusicBot,2016-08-14 18:46:29 +0000 UTC,2022-09-13 14:45:19 +0000 UTC,Java,33,29,119,654,2022-04-06T22:28:07Z,3371,https://github.com/jagrosh/MusicBot
jacoco,2012-07-08 21:45:13 +0000 UTC,2022-09-13 02:12:06 +0000 UTC,Java,44,422,84,674,2022-04-04T22:10:34Z,3368,https://github.com/jacoco/jacoco
Android-Week-View,2014-09-17 10:07:12 +0000 UTC,2022-09-12 09:36:47 +0000 UTC,Java,4,36,178,306,2016-01-04T10:51:29Z,3367,https://github.com/alamkanak/Android-Week-View
archi,2015-09-11 16:13:34 +0000 UTC,2022-09-06 03:13:10 +0000 UTC,Java,0,6,9,13,No Releases,3357,https://github.com/ivacf/archi
oshi,2012-02-10 12:46:48 +0000 UTC,2022-09-12 15:39:57 +0000 UTC,Java,134,1287,7,798,2022-07-21T02:03:28Z,3357,https://github.com/oshi/oshi
AlgoDS,2016-12-16 17:01:22 +0000 UTC,2022-09-12 16:18:49 +0000 UTC,Java,0,27,4,8,No Releases,3348,https://github.com/sherxon/AlgoDS
MyBatis-Spring-Boot,2015-12-19 09:57:22 +0000 UTC,2022-09-13 09:05:37 +0000 UTC,Java,0,0,95,77,No Releases,3341,https://github.com/abel533/MyBatis-Spring-Boot
keepass2android,2017-09-20 18:42:02 +0000 UTC,2022-09-13 18:28:32 +0000 UTC,Java,19,69,790,1187,2022-02-05T15:13:53Z,3340,https://github.com/PhilippC/keepass2android
BottomNavigationViewEx,2016-11-12 08:39:38 +0000 UTC,2022-09-08 07:45:48 +0000 UTC,Java,19,8,53,144,2019-04-05T18:31:11Z,3329,https://github.com/ittianyu/BottomNavigationViewEx
vertx-examples,2015-02-24 17:42:44 +0000 UTC,2022-09-09 02:27:35 +0000 UTC,Java,0,178,32,183,No Releases,3328,https://github.com/vert-x3/vertx-examples
calcite,2014-06-25 07:00:07 +0000 UTC,2022-09-13 14:47:28 +0000 UTC,Java,0,790,0,0,No Releases,3327,https://github.com/apache/calcite
jpexs-decompiler,2014-05-10 17:20:56 +0000 UTC,2022-09-13 16:38:30 +0000 UTC,Java,121,104,0,0,2022-08-28T14:56:10Z,3323,https://github.com/jindrapetrik/jpexs-decompiler
LQRWeChat,2017-02-07 06:32:40 +0000 UTC,2022-09-13 08:02:50 +0000 UTC,Java,0,0,0,0,No Releases,3322,https://github.com/GitLqr/LQRWeChat
Android,2013-09-02 16:12:28 +0000 UTC,2022-09-11 05:12:00 +0000 UTC,Java,0,0,28,1,No Releases,3322,https://github.com/hmkcode/Android
OsmAnd,2011-01-15 19:59:44 +0000 UTC,2022-09-13 15:19:51 +0000 UTC,Java,1,4663,2366,6959,2019-10-15T09:35:43Z,3320,https://github.com/osmandapp/OsmAnd
PreviewSeekBar,2017-01-24 23:52:44 +0000 UTC,2022-09-02 03:39:51 +0000 UTC,Java,7,6,3,34,2020-05-27T22:33:23Z,3318,https://github.com/rubensousa/PreviewSeekBar
DDComponentForAndroid,2017-09-07 05:48:44 +0000 UTC,2022-09-09 04:03:30 +0000 UTC,Java,4,8,22,93,2018-02-09T02:21:45Z,3317,https://github.com/luojilab/DDComponentForAndroid
ScalingLayout,2017-10-01 12:28:34 +0000 UTC,2022-09-10 08:44:27 +0000 UTC,Java,4,6,6,10,2018-05-24T06:57:54Z,3311,https://github.com/iammert/ScalingLayout
DesignPattern,2016-10-21 10:59:32 +0000 UTC,2022-09-13 06:41:45 +0000 UTC,Java,0,2,5,20,No Releases,3309,https://github.com/youlookwhat/DesignPattern
actor-platform,2015-06-21 00:29:57 +0000 UTC,2022-09-12 06:35:45 +0000 UTC,Java,97,160,0,0,2016-08-03T18:57:08Z,3308,https://github.com/actorapp/actor-platform
nifi,2014-12-12 08:00:05 +0000 UTC,2022-09-13 03:03:57 +0000 UTC,Java,0,454,0,0,No Releases,3308,https://github.com/apache/nifi
99-problems,2015-11-22 05:56:33 +0000 UTC,2022-09-12 14:13:41 +0000 UTC,Java,0,11,5,1,No Releases,3307,https://github.com/shekhargulati/99-problems
Linkage-RecyclerView,2019-04-22 04:39:46 +0000 UTC,2022-09-11 10:27:32 +0000 UTC,Java,0,1,2,54,No Releases,3305,https://github.com/KunMinX/Linkage-RecyclerView
library,2019-01-11 09:14:03 +0000 UTC,2022-09-13 03:33:30 +0000 UTC,Java,0,31,12,22,No Releases,3285,https://github.com/ddd-by-examples/library
http-request,2011-10-21 19:54:58 +0000 UTC,2022-09-04 09:04:55 +0000 UTC,Java,0,12,68,58,No Releases,3283,https://github.com/kevinsawicki/http-request
aviatorscript,2011-03-29 12:48:47 +0000 UTC,2022-09-13 04:01:36 +0000 UTC,Java,48,63,34,380,2022-08-31T14:10:55Z,3280,https://github.com/killme2008/aviatorscript
small-spring,2021-05-15 06:07:28 +0000 UTC,2022-09-13 09:55:22 +0000 UTC,Java,0,7,20,17,No Releases,3279,https://github.com/fuzhengwei/small-spring
novel,2019-11-11 01:13:52 +0000 UTC,2022-09-12 08:58:57 +0000 UTC,Java,9,0,14,3,2022-08-04T15:58:33Z,3276,https://github.com/201206030/novel
LoadSir,2017-09-02 08:32:15 +0000 UTC,2022-09-09 16:40:08 +0000 UTC,Java,6,15,17,133,2020-03-08T15:55:35Z,3275,https://github.com/KingJA/LoadSir
AutoDispose,2016-12-22 18:46:11 +0000 UTC,2022-09-07 06:44:06 +0000 UTC,Java,2,264,3,172,2021-09-07T04:45:41Z,3275,https://github.com/uber/AutoDispose
maven,2009-05-21 03:22:03 +0000 UTC,2022-09-13 16:18:14 +0000 UTC,Java,3,207,0,0,2022-06-06T16:22:13Z,3272,https://github.com/apache/maven
iceberg,2018-11-19 16:26:46 +0000 UTC,2022-09-13 17:05:40 +0000 UTC,Java,7,2969,780,983,2022-09-11T22:58:52Z,3259,https://github.com/apache/iceberg
libstreaming,2013-01-30 21:24:47 +0000 UTC,2022-09-09 07:10:59 +0000 UTC,Java,0,14,229,45,No Releases,3257,https://github.com/fyhertz/libstreaming
JDA,2015-12-12 13:57:32 +0000 UTC,2022-09-12 19:45:35 +0000 UTC,Java,61,1033,17,789,2022-09-13T16:05:47Z,3253,https://github.com/DV8FromTheWorld/JDA
volley,2017-01-24 17:39:33 +0000 UTC,2022-09-13 02:29:26 +0000 UTC,Java,9,104,26,258,2021-08-10T19:01:27Z,3243,https://github.com/google/volley
hope-boot,2018-10-17 07:50:48 +0000 UTC,2022-09-11 13:47:45 +0000 UTC,Java,2,42,0,29,2019-11-13T13:31:37Z,3239,https://github.com/java-aodeng/hope-boot
LoganSquare,2015-02-17 03:24:12 +0000 UTC,2022-09-09 13:41:18 +0000 UTC,Java,0,13,66,123,No Releases,3239,https://github.com/bluelinelabs/LoganSquare
NewbieGuide,2017-07-28 06:54:05 +0000 UTC,2022-09-13 06:59:08 +0000 UTC,Java,20,3,90,104,2019-06-27T09:11:01Z,3239,https://github.com/huburt-Hu/NewbieGuide
LeafPic,2016-01-07 17:24:12 +0000 UTC,2022-09-13 07:28:22 +0000 UTC,Java,7,195,64,299,2016-10-09T18:20:37Z,3238,https://github.com/UnevenSoftware/LeafPic
Android-Tips,2015-09-10 09:01:47 +0000 UTC,2022-09-09 09:34:25 +0000 UTC,Java,0,23,2,7,No Releases,3236,https://github.com/tangqi92/Android-Tips
SuperTextView,2017-04-17 11:32:41 +0000 UTC,2022-09-13 03:11:38 +0000 UTC,Java,33,1,35,80,2022-01-17T15:38:07Z,3236,https://github.com/chenBingX/SuperTextView
chunjun,2018-04-03 12:44:58 +0000 UTC,2022-09-13 09:47:31 +0000 UTC,Java,27,238,205,643,2022-06-25T22:53:55Z,3235,https://github.com/DTStack/chunjun
spock,2010-12-12 19:02:34 +0000 UTC,2022-09-13 03:47:14 +0000 UTC,Java,19,464,202,697,2022-08-31T14:49:18Z,3234,https://github.com/spockframework/spock
android-saripaar,2012-09-08 11:52:30 +0000 UTC,2022-09-09 08:19:12 +0000 UTC,Java,3,13,63,156,2015-09-18T04:12:38Z,3231,https://github.com/ragunathjawahar/android-saripaar
flutter-webrtc,2018-03-07 02:26:03 +0000 UTC,2022-09-13 14:22:57 +0000 UTC,Java,48,208,269,530,2022-09-13T05:32:27Z,3226,https://github.com/flutter-webrtc/flutter-webrtc
undertow,2012-07-19 00:52:44 +0000 UTC,2022-09-13 18:37:55 +0000 UTC,Java,0,895,0,0,No Releases,3226,https://github.com/undertow-io/undertow
TelegramBots,2016-01-14 00:13:07 +0000 UTC,2022-09-13 16:37:38 +0000 UTC,Java,74,285,129,535,2022-06-21T19:41:35Z,3223,https://github.com/rubenlagus/TelegramBots
drag-sort-listview,2012-06-01 06:32:13 +0000 UTC,2022-09-13 10:07:59 +0000 UTC,Java,0,14,58,71,No Releases,3214,https://github.com/bauerca/drag-sort-listview
android-hidden-api,2015-09-16 11:58:33 +0000 UTC,2022-09-10 22:57:10 +0000 UTC,Java,1,2,38,48,2020-11-19T10:42:39Z,3207,https://github.com/anggrayudi/android-hidden-api
jvm-serializers,2010-04-25 03:12:00 +0000 UTC,2022-09-10 17:24:47 +0000 UTC,Java,0,43,4,17,No Releases,3205,https://github.com/eishay/jvm-serializers
Alink,2018-09-30 06:36:11 +0000 UTC,2022-09-13 02:38:31 +0000 UTC,Java,19,3,30,159,2022-09-08T06:37:25Z,3205,https://github.com/alibaba/Alink
boxing,2017-01-22 07:04:34 +0000 UTC,2022-09-06 11:55:56 +0000 UTC,Java,1,4,30,123,2017-03-16T06:36:39Z,3201,https://github.com/bilibili/boxing
AndroidViewHover,2014-08-08 12:04:43 +0000 UTC,2022-09-04 13:27:38 +0000 UTC,Java,4,3,17,9,2014-08-27T07:15:34Z,3197,https://github.com/daimajia/AndroidViewHover
UETool,2018-05-16 08:13:17 +0000 UTC,2022-09-05 03:47:37 +0000 UTC,Java,10,52,2,38,2022-06-10T08:41:54Z,3195,https://github.com/eleme/UETool
GalleryFinal,2015-09-21 07:01:17 +0000 UTC,2022-09-06 12:26:24 +0000 UTC,Java,4,2,118,32,2016-01-14T03:07:48Z,3192,https://github.com/pengjianbo/GalleryFinal
typedb,2016-07-11 23:59:57 +0000 UTC,2022-09-13 12:10:50 +0000 UTC,Java,86,3708,230,2043,2022-06-28T17:30:23Z,3191,https://github.com/vaticle/typedb
ChipsLayoutManager,2016-08-03 19:23:43 +0000 UTC,2022-09-09 09:46:04 +0000 UTC,Java,11,3,35,29,2017-01-12T11:32:08Z,3191,https://github.com/BelooS/ChipsLayoutManager
IDDD_Samples,2013-04-08 22:12:57 +0000 UTC,2022-09-12 15:56:34 +0000 UTC,Java,0,6,23,6,No Releases,3188,https://github.com/VaughnVernon/IDDD_Samples
ffmpeg-android-java,2014-09-11 10:12:09 +0000 UTC,2022-09-11 17:03:49 +0000 UTC,Java,8,7,265,91,2016-04-21T07:06:11Z,3187,https://github.com/WritingMinds/ffmpeg-android-java
ActionBar-PullToRefresh,2013-06-04 14:44:53 +0000 UTC,2022-09-09 14:06:48 +0000 UTC,Java,0,12,0,0,No Releases,3182,https://github.com/chrisbanes/ActionBar-PullToRefresh
afinal,2012-10-17 08:10:00 +0000 UTC,2022-09-09 11:58:11 +0000 UTC,Java,0,10,51,30,No Releases,3179,https://github.com/yangfuhai/afinal
AndServer,2016-06-14 00:52:52 +0000 UTC,2022-09-13 10:05:52 +0000 UTC,Java,0,11,101,340,No Releases,3174,https://github.com/yanzhenjie/AndServer
jfinal,2012-04-25 08:48:48 +0000 UTC,2022-09-12 08:42:01 +0000 UTC,Java,0,22,8,117,No Releases,3169,https://github.com/jfinal/jfinal
network-connection-class,2015-03-18 02:16:43 +0000 UTC,2022-09-07 05:07:37 +0000 UTC,Java,2,5,20,13,2015-04-03T02:00:04Z,3169,https://github.com/facebookarchive/network-connection-class
GsonFormat,2014-10-31 14:16:39 +0000 UTC,2022-09-09 05:49:20 +0000 UTC,Java,4,10,62,75,2017-01-22T10:46:18Z,3167,https://github.com/zzz40500/GsonFormat
TextDrawable,2014-10-19 09:56:45 +0000 UTC,2022-09-10 08:18:58 +0000 UTC,Java,0,0,42,17,No Releases,3167,https://github.com/amulyakhare/TextDrawable
NullAway,2017-09-01 17:35:57 +0000 UTC,2022-09-07 06:41:39 +0000 UTC,Java,0,385,71,167,No Releases,3163,https://github.com/uber/NullAway
cobar,2014-01-15 11:20:09 +0000 UTC,2022-09-13 06:21:03 +0000 UTC,Java,1,12,49,32,2014-04-28T07:36:25Z,3158,https://github.com/alibaba/cobar
JavaEETest,2016-12-13 02:13:58 +0000 UTC,2022-09-11 14:43:58 +0000 UTC,Java,0,0,6,9,No Releases,3153,https://github.com/lenve/JavaEETest
RxAndroidBle,2016-02-04 13:42:02 +0000 UTC,2022-09-13 05:28:34 +0000 UTC,Java,53,213,47,509,2022-07-19T19:47:22Z,3151,https://github.com/dariuszseweryn/RxAndroidBle
immutables,2013-07-07 13:48:23 +0000 UTC,2022-09-13 16:13:42 +0000 UTC,Java,8,283,371,717,2022-09-08T02:56:26Z,3150,https://github.com/immutables/immutables
jmonkeyengine,2014-03-20 22:29:28 +0000 UTC,2022-09-13 14:50:16 +0000 UTC,Java,48,803,168,658,2022-04-18T08:47:06Z,3148,https://github.com/jMonkeyEngine/jmonkeyengine
BubbleSeekBar,2016-11-03 14:31:05 +0000 UTC,2022-09-13 14:30:47 +0000 UTC,Java,12,4,52,145,2017-03-12T12:53:35Z,3146,https://github.com/woxingxiao/BubbleSeekBar
react-native-share,2015-09-30 02:27:34 +0000 UTC,2022-09-13 10:11:50 +0000 UTC,Java,91,360,33,820,2022-08-21T21:14:33Z,3145,https://github.com/react-native-share/react-native-share
StickerCamera,2015-07-05 14:12:43 +0000 UTC,2022-09-13 02:57:16 +0000 UTC,Java,0,0,45,6,No Releases,3143,https://github.com/Skykai521/StickerCamera
igniter,2018-11-08 22:19:03 +0000 UTC,2022-09-13 11:40:15 +0000 UTC,Java,33,77,23,278,2021-12-19T08:55:24Z,3143,https://github.com/trojan-gfw/igniter
Android-BluetoothKit,2015-10-08 09:07:33 +0000 UTC,2022-09-13 02:35:24 +0000 UTC,Java,0,2,102,66,No Releases,3142,https://github.com/dingjikerbo/Android-BluetoothKit
wgcloud,2019-01-15 02:02:21 +0000 UTC,2022-09-13 14:10:38 +0000 UTC,Java,12,0,10,26,2022-07-28T08:02:22Z,3141,https://github.com/tianshiyeben/wgcloud
AndEngine,2011-11-22 14:20:11 +0000 UTC,2022-09-04 10:02:38 +0000 UTC,Java,0,44,79,84,No Releases,3140,https://github.com/nicolasgramlich/AndEngine
animate,2015-11-16 15:06:22 +0000 UTC,2022-09-03 10:01:32 +0000 UTC,Java,0,0,5,0,No Releases,3138,https://github.com/hitherejoe/animate
spring-cloud-kubernetes,2016-12-13 21:36:25 +0000 UTC,2022-09-13 09:04:25 +0000 UTC,Java,0,373,43,512,No Releases,3135,https://github.com/spring-cloud/spring-cloud-kubernetes
native-navigation,2016-09-16 17:16:56 +0000 UTC,2022-09-09 11:56:30 +0000 UTC,Java,0,64,52,20,No Releases,3133,https://github.com/airbnb/native-navigation
MifareClassicTool,2013-02-12 15:39:03 +0000 UTC,2022-09-13 08:12:30 +0000 UTC,Java,2,76,35,248,2021-11-22T18:37:17Z,3133,https://github.com/ikarus23/MifareClassicTool
java-tron,2017-12-26 10:20:38 +0000 UTC,2022-09-13 18:37:03 +0000 UTC,Java,68,2791,7,1031,2022-08-18T08:14:26Z,3133,https://github.com/tronprotocol/java-tron
jetlinks-community,2020-01-02 07:27:34 +0000 UTC,2022-09-13 13:03:58 +0000 UTC,Java,15,18,7,141,2022-06-20T10:12:58Z,3130,https://github.com/jetlinks/jetlinks-community
VideoPlayerManager,2015-07-09 21:32:15 +0000 UTC,2022-09-09 11:59:11 +0000 UTC,Java,0,1,90,24,No Releases,3125,https://github.com/danylovolokh/VideoPlayerManager
jvm-tools,2012-04-28 09:28:32 +0000 UTC,2022-09-13 12:08:53 +0000 UTC,Java,0,26,7,32,No Releases,3123,https://github.com/aragozin/jvm-tools
awaitility,2010-01-22 15:12:52 +0000 UTC,2022-09-13 07:51:55 +0000 UTC,Java,0,70,50,81,No Releases,3121,https://github.com/awaitility/awaitility
android-adDialog,2016-08-02 08:00:57 +0000 UTC,2022-09-13 05:57:31 +0000 UTC,Java,0,0,20,7,No Releases,3116,https://github.com/yipianfengye/android-adDialog
citypicker,2016-05-12 01:21:33 +0000 UTC,2022-09-13 09:06:30 +0000 UTC,Java,4,14,28,182,2021-07-12T02:03:32Z,3115,https://github.com/crazyandcoder/citypicker
jackson-databind,2011-12-23 07:17:41 +0000 UTC,2022-09-12 07:29:30 +0000 UTC,Java,0,405,446,2467,No Releases,3115,https://github.com/FasterXML/jackson-databind
red5-server,2013-11-19 05:04:10 +0000 UTC,2022-09-13 11:16:39 +0000 UTC,Java,65,54,33,207,2022-09-09T13:54:46Z,3115,https://github.com/Red5/red5-server
librec,2014-01-09 16:06:11 +0000 UTC,2022-09-08 10:35:20 +0000 UTC,Java,3,62,67,188,2017-04-22T12:12:02Z,3114,https://github.com/guoguibing/librec
pixel-dungeon,2014-07-26 17:34:32 +0000 UTC,2022-09-13 18:38:25 +0000 UTC,Java,0,3,41,27,No Releases,3114,https://github.com/watabou/pixel-dungeon
Highlight,2015-10-08 15:03:40 +0000 UTC,2022-09-08 01:17:59 +0000 UTC,Java,0,8,61,10,No Releases,3112,https://github.com/hongyangAndroid/Highlight
Cockroach,2017-02-14 03:43:51 +0000 UTC,2022-09-04 02:36:23 +0000 UTC,Java,1,0,24,42,2017-02-17T01:54:59Z,3108,https://github.com/android-notes/Cockroach
PojavLauncher,2020-03-11 03:22:54 +0000 UTC,2022-09-13 13:36:28 +0000 UTC,Java,123,149,67,3123,2022-05-28T20:25:17Z,3108,https://github.com/PojavLauncherTeam/PojavLauncher
requery,2015-11-14 00:45:31 +0000 UTC,2022-09-12 11:32:06 +0000 UTC,Java,43,54,172,686,2019-05-06T05:58:40Z,3103,https://github.com/requery/requery
ripme,2017-01-06 17:12:09 +0000 UTC,2022-09-12 18:21:22 +0000 UTC,Java,126,602,602,653,2021-05-04T18:08:52Z,3092,https://github.com/RipMeApp/ripme
Java8InAction,2013-10-28 23:59:40 +0000 UTC,2022-09-11 19:52:48 +0000 UTC,Java,0,4,18,6,No Releases,3079,https://github.com/java8/Java8InAction
RecyclerViewItemAnimators,2014-08-22 00:24:43 +0000 UTC,2022-08-17 04:43:23 +0000 UTC,Java,0,0,11,6,No Releases,3063,https://github.com/gabrielemariotti/RecyclerViewItemAnimators
CityPicker,2016-02-27 09:11:27 +0000 UTC,2022-09-12 16:43:24 +0000 UTC,Java,2,1,40,59,2021-07-07T06:53:37Z,3054,https://github.com/zaaach/CityPicker
RxEasyHttp,2017-06-07 09:33:47 +0000 UTC,2022-09-03 15:15:23 +0000 UTC,Java,0,0,29,215,No Releases,3052,https://github.com/zhou-you/RxEasyHttp
sofa-jarslink,2018-02-02 06:02:09 +0000 UTC,2022-09-09 17:29:18 +0000 UTC,Java,2,34,14,70,2018-04-14T03:35:28Z,3047,https://github.com/sofastack/sofa-jarslink
JCTools,2013-11-10 18:04:40 +0000 UTC,2022-09-13 16:42:47 +0000 UTC,Java,16,115,40,178,2022-08-31T15:38:12Z,3045,https://github.com/JCTools/JCTools
PRDownloader,2017-11-11 19:29:38 +0000 UTC,2022-09-13 04:02:01 +0000 UTC,Java,5,27,109,55,2019-06-13T06:09:15Z,3043,https://github.com/MindorksOpenSource/PRDownloader
yanxuan-weex-demo,2017-09-05 11:48:42 +0000 UTC,2022-09-06 10:55:53 +0000 UTC,Java,0,3,0,0,No Releases,3043,https://github.com/zwwill/yanxuan-weex-demo
android,2016-06-06 21:23:36 +0000 UTC,2022-09-13 11:41:44 +0000 UTC,Java,193,3932,1017,5063,2022-09-01T14:32:50Z,3041,https://github.com/nextcloud/android
Crouton,2012-08-03 11:04:36 +0000 UTC,2022-09-02 12:14:54 +0000 UTC,Java,8,40,5,161,2014-07-17T14:50:11Z,3039,https://github.com/keyboardsurfer/Crouton
ShapeOfView,2018-02-18 12:14:06 +0000 UTC,2022-09-11 10:19:19 +0000 UTC,Java,0,9,47,22,No Releases,3039,https://github.com/florent37/ShapeOfView
leetcode,2017-03-09 10:30:30 +0000 UTC,2022-09-12 22:30:48 +0000 UTC,Java,0,2,1,2,No Releases,3034,https://github.com/gouthampradhan/leetcode
ViewpagerTransition,2016-09-19 05:38:45 +0000 UTC,2022-09-05 08:48:43 +0000 UTC,Java,1,0,3,10,2016-09-22T06:09:48Z,3034,https://github.com/xmuSistone/ViewpagerTransition
MarsDaemon,2015-12-25 03:21:41 +0000 UTC,2022-09-11 18:12:29 +0000 UTC,Java,0,0,42,5,No Releases,3032,https://github.com/Marswin/MarsDaemon
