Name,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars,Url
flyway,2012-12-14 18:43:22 +0000 UTC,2022-09-13 13:11:10 +0000 UTC,Java,156,184,67,2950,2022-09-08T15:16:47Z,6713,https://github.com/flyway/flyway
AndroidAutoLayout,2015-11-19 02:09:11 +0000 UTC,2022-09-06 08:36:21 +0000 UTC,Java,0,2,0,0,No Releases,6690,https://github.com/hongyangAndroid/AndroidAutoLayout
VBlog,2017-12-26 11:01:55 +0000 UTC,2022-09-13 03:18:16 +0000 UTC,Java,0,1,50,20,No Releases,6682,https://github.com/lenve/VBlog
Paper,2016-01-22 05:40:19 +0000 UTC,2022-09-13 18:50:44 +0000 UTC,Java,1,1917,243,4857,2018-10-29T13:02:56Z,6676,https://github.com/PaperMC/Paper
plantuml,2010-11-04 15:55:50 +0000 UTC,2022-09-13 16:14:37 +0000 UTC,Java,14,257,510,223,2022-09-12T20:08:34Z,6673,https://github.com/plantuml/plantuml
XPopup,2018-12-07 06:16:48 +0000 UTC,2022-09-11 14:54:08 +0000 UTC,Java,199,2,15,992,2022-09-06T01:04:26Z,6658,https://github.com/li-xiaojun/XPopup
yudao-cloud,2019-05-02 16:06:49 +0000 UTC,2022-09-13 14:47:55 +0000 UTC,Java,0,7,1,38,No Releases,6610,https://github.com/YunaiV/yudao-cloud
closure-compiler,2014-04-16 15:30:36 +0000 UTC,2022-09-12 09:22:36 +0000 UTC,Java,0,395,855,1972,No Releases,6597,https://github.com/google/closure-compiler
angel,2017-04-25 05:57:43 +0000 UTC,2022-09-13 08:37:31 +0000 UTC,Java,19,489,117,484,2021-08-06T08:26:25Z,6590,https://github.com/Angel-ML/angel
gocd,2013-12-13 05:26:16 +0000 UTC,2022-09-13 15:56:33 +0000 UTC,Java,72,5969,43,3272,2022-08-12T16:26:46Z,6580,https://github.com/gocd/gocd
Shadow,2019-06-13 10:50:27 +0000 UTC,2022-09-13 06:37:08 +0000 UTC,Java,5,243,215,535,2022-05-07T02:47:40Z,6577,https://github.com/Tencent/Shadow
AndPermission,2016-09-11 05:17:34 +0000 UTC,2022-09-09 01:40:05 +0000 UTC,Java,0,9,167,490,No Releases,6567,https://github.com/yanzhenjie/AndPermission
FrameworkBenchmarks,2013-03-22 17:33:54 +0000 UTC,2022-09-12 08:48:07 +0000 UTC,Java,15,5327,96,1101,2021-02-08T18:10:22Z,6562,https://github.com/TechEmpower/FrameworkBenchmarks
LSPosed,2020-12-12 08:39:37 +0000 UTC,2022-09-13 17:10:45 +0000 UTC,Java,33,1284,6,435,2022-05-07T08:31:32Z,6513,https://github.com/LSPosed/LSPosed
walle,2017-01-10 03:39:25 +0000 UTC,2022-09-13 13:07:54 +0000 UTC,Java,1,34,101,240,2019-02-25T06:00:16Z,6481,https://github.com/Meituan-Dianping/walle
react-native-push-notification,2015-12-14 19:53:36 +0000 UTC,2022-09-13 18:20:58 +0000 UTC,Java,35,178,229,1722,2021-10-01T14:08:22Z,6459,https://github.com/zo0r/react-native-push-notification
jmeter,2010-05-26 23:38:07 +0000 UTC,2022-09-13 16:46:33 +0000 UTC,Java,0,136,0,0,No Releases,6433,https://github.com/apache/jmeter
AndroidPerformanceMonitor,2016-01-17 05:23:22 +0000 UTC,2022-09-13 08:51:15 +0000 UTC,Java,0,24,48,65,No Releases,6431,https://github.com/markzhai/AndroidPerformanceMonitor
nanohttpd,2012-08-10 21:52:42 +0000 UTC,2022-09-13 09:11:57 +0000 UTC,Java,3,115,149,267,2016-08-12T18:14:08Z,6401,https://github.com/NanoHttpd/nanohttpd
Toasty,2017-01-18 18:52:41 +0000 UTC,2022-09-13 07:36:49 +0000 UTC,Java,19,26,45,108,2021-09-05T21:52:15Z,6390,https://github.com/GrenderG/Toasty
storm,2013-11-05 08:00:14 +0000 UTC,2022-09-13 07:31:38 +0000 UTC,Java,0,2659,0,0,No Releases,6386,https://github.com/apache/storm
android-floating-action-button,2014-09-19 06:49:21 +0000 UTC,2022-08-30 12:31:31 +0000 UTC,Java,0,25,132,176,No Releases,6380,https://github.com/zendesk/android-floating-action-button
RoundedImageView,2013-02-22 01:17:37 +0000 UTC,2022-09-12 17:01:50 +0000 UTC,Java,19,28,31,192,2016-12-04T23:30:42Z,6345,https://github.com/vinc3m1/RoundedImageView
datahub,2015-11-18 05:47:40 +0000 UTC,2022-09-13 14:06:26 +0000 UTC,Java,62,4189,128,1135,2022-09-01T03:48:32Z,6327,https://github.com/datahub-project/datahub
testcontainers-java,2015-04-12 12:44:59 +0000 UTC,2022-09-13 17:39:30 +0000 UTC,Java,58,2711,418,1374,2022-06-28T22:27:00Z,6317,https://github.com/testcontainers/testcontainers-java
mybatis-generator-gui,2016-05-08 22:39:39 +0000 UTC,2022-09-13 00:23:54 +0000 UTC,Java,16,33,102,168,2017-08-07T21:09:50Z,6302,https://github.com/zouzg/mybatis-generator-gui
ion,2013-05-22 07:41:23 +0000 UTC,2022-09-12 23:45:19 +0000 UTC,Java,0,52,328,553,No Releases,6302,https://github.com/koush/ion
karate,2017-02-07 15:59:17 +0000 UTC,2022-09-13 16:06:12 +0000 UTC,Java,46,283,35,1677,2022-05-27T05:57:48Z,6300,https://github.com/karatelabs/karate
react-native-video,2015-03-31 05:08:38 +0000 UTC,2022-09-13 17:57:41 +0000 UTC,Java,7,364,77,2150,2022-09-13T07:00:47Z,6295,https://github.com/react-native-video/react-native-video
react-native-svg,2016-01-17 14:29:21 +0000 UTC,2022-09-12 10:42:10 +0000 UTC,Java,83,301,296,1104,2022-08-29T15:39:49Z,6290,https://github.com/react-native-svg/react-native-svg
tomcat,2011-10-01 07:00:19 +0000 UTC,2022-09-12 06:38:12 +0000 UTC,Java,0,117,0,0,No Releases,6259,https://github.com/apache/tomcat
processing,2013-01-24 21:17:22 +0000 UTC,2022-09-13 11:11:42 +0000 UTC,Java,48,731,485,4648,2020-01-17T17:08:12Z,6248,https://github.com/processing/processing
graylog2-server,2010-05-17 21:27:02 +0000 UTC,2022-09-13 15:03:33 +0000 UTC,Java,0,5931,1340,4656,No Releases,6240,https://github.com/Graylog2/graylog2-server
haven,2017-03-01 03:20:03 +0000 UTC,2022-09-11 14:26:04 +0000 UTC,Java,37,129,135,155,2021-07-20T20:03:37Z,6237,https://github.com/guardianproject/haven
SDE-Interview-Questions,2017-10-25 11:08:52 +0000 UTC,2022-09-13 13:25:53 +0000 UTC,Java,1,90,0,15,2018-09-30T05:38:07Z,6214,https://github.com/twowaits/SDE-Interview-Questions
zfile,2019-08-19 13:57:56 +0000 UTC,2022-09-13 15:00:25 +0000 UTC,Java,57,5,45,368,2022-08-29T06:56:39Z,6200,https://github.com/zfile-dev/zfile
ansj_seg,2012-09-05 05:56:24 +0000 UTC,2022-09-13 04:33:53 +0000 UTC,Java,3,61,39,661,2016-05-13T07:27:03Z,6190,https://github.com/NLPchina/ansj_seg
lawnchair,2017-03-03 13:12:58 +0000 UTC,2022-09-13 16:24:07 +0000 UTC,Java,25,318,169,2267,2022-08-08T09:20:31Z,6171,https://github.com/LawnchairLauncher/lawnchair
BookReader,2016-08-03 05:17:27 +0000 UTC,2022-09-12 07:09:38 +0000 UTC,Java,0,3,36,199,No Releases,6160,https://github.com/smuyyh/BookReader
Android-Image-Cropper,2015-01-15 10:49:37 +0000 UTC,2022-09-13 04:17:18 +0000 UTC,Java,32,49,342,436,2018-10-27T11:42:42Z,6154,https://github.com/ArthurHub/Android-Image-Cropper
javacv,2014-04-21 13:50:26 +0000 UTC,2022-09-13 13:31:54 +0000 UTC,Java,8,108,271,1463,2022-02-09T06:10:40Z,6150,https://github.com/bytedeco/javacv
SwipeBackLayout,2013-08-25 03:36:12 +0000 UTC,2022-09-04 05:48:58 +0000 UTC,Java,0,11,107,64,No Releases,6143,https://github.com/ikew0ng/SwipeBackLayout
aeron,2014-02-07 17:16:58 +0000 UTC,2022-09-13 08:57:40 +0000 UTC,Java,83,580,19,624,2022-07-14T11:46:55Z,6141,https://github.com/real-logic/aeron
MaterialEditText,2014-10-30 10:07:23 +0000 UTC,2022-09-12 08:27:34 +0000 UTC,Java,19,28,181,157,2015-06-04T03:04:04Z,6118,https://github.com/rengwuxian/MaterialEditText
trino,2019-01-19 06:38:14 +0000 UTC,2022-09-13 14:18:53 +0000 UTC,Java,0,7357,1691,2501,No Releases,6112,https://github.com/trinodb/trino
error-prone,2014-08-21 23:26:50 +0000 UTC,2022-09-13 13:29:47 +0000 UTC,Java,23,1397,303,1081,2022-08-03T22:25:19Z,6079,https://github.com/google/error-prone
material,2014-12-09 12:07:32 +0000 UTC,2022-09-12 10:57:54 +0000 UTC,Java,10,24,209,218,2019-06-12T07:27:25Z,6040,https://github.com/rey5137/material
EffectiveAndroidUI,2014-07-04 08:42:20 +0000 UTC,2022-09-06 03:10:04 +0000 UTC,Java,0,9,4,14,No Releases,6038,https://github.com/pedrovgs/EffectiveAndroidUI
pentaho-kettle,2013-10-08 18:27:11 +0000 UTC,2022-09-13 16:36:26 +0000 UTC,Java,1,7589,0,0,2015-01-05T19:15:15Z,6032,https://github.com/pentaho/pentaho-kettle
remusic,2016-03-24 06:20:39 +0000 UTC,2022-09-13 02:43:54 +0000 UTC,Java,0,1,86,27,No Releases,6030,https://github.com/aa112901/remusic
physical-web,2014-09-30 18:32:14 +0000 UTC,2022-09-13 11:12:34 +0000 UTC,Java,17,481,90,303,2016-09-01T21:58:59Z,6028,https://github.com/google/physical-web
NumberProgressBar,2014-05-01 08:54:25 +0000 UTC,2022-09-09 14:07:32 +0000 UTC,Java,3,11,22,33,2014-08-27T00:33:54Z,6014,https://github.com/daimajia/NumberProgressBar
rest-assured,2010-10-21 08:35:43 +0000 UTC,2022-09-13 05:46:58 +0000 UTC,Java,0,191,457,876,No Releases,6007,https://github.com/rest-assured/rest-assured
aws-doc-sdk-examples,2016-08-18 19:06:57 +0000 UTC,2022-09-13 17:27:45 +0000 UTC,Java,0,2266,224,760,No Releases,6002,https://github.com/awsdocs/aws-doc-sdk-examples
async-http-client,2011-03-07 13:41:46 +0000 UTC,2022-09-11 03:44:41 +0000 UTC,Java,0,392,90,1197,No Releases,6000,https://github.com/AsyncHttpClient/async-http-client
rabbitmq-tutorials,2010-09-21 11:41:26 +0000 UTC,2022-09-13 14:32:06 +0000 UTC,Java,0,173,6,88,No Releases,5994,https://github.com/rabbitmq/rabbitmq-tutorials
JFoenix,2015-09-08 14:04:24 +0000 UTC,2022-09-13 17:34:31 +0000 UTC,Java,0,121,113,971,No Releases,5981,https://github.com/sshahine/JFoenix
dynamic-load-apk,2014-03-30 11:51:00 +0000 UTC,2022-09-12 00:43:32 +0000 UTC,Java,0,35,83,29,No Releases,5970,https://github.com/singwhatiwanna/dynamic-load-apk
androidmvp,2014-04-02 05:42:20 +0000 UTC,2022-09-08 12:46:26 +0000 UTC,Java,0,11,1,17,No Releases,5967,https://github.com/antoniolg/androidmvp
spring-cloud-examples,2017-04-28 08:48:53 +0000 UTC,2022-09-12 20:34:45 +0000 UTC,Java,0,0,1,35,No Releases,5966,https://github.com/ityouknow/spring-cloud-examples
xUtils3,2015-10-28 10:56:04 +0000 UTC,2022-09-09 14:33:15 +0000 UTC,Java,9,7,32,674,2020-07-28T08:06:31Z,5941,https://github.com/wyouflf/xUtils3
Android-skin-support,2017-01-12 15:03:54 +0000 UTC,2022-09-13 06:09:47 +0000 UTC,Java,0,19,88,360,No Releases,5906,https://github.com/ximsfei/Android-skin-support
netty-socketio,2012-01-12 11:43:49 +0000 UTC,2022-09-13 02:29:16 +0000 UTC,Java,4,76,355,376,2022-09-06T05:05:27Z,5902,https://github.com/mrniko/netty-socketio
richeditor-android,2015-03-30 16:19:20 +0000 UTC,2022-09-12 10:36:49 +0000 UTC,Java,0,29,203,42,No Releases,5900,https://github.com/wasabeef/richeditor-android
j2objc,2014-01-30 20:19:56 +0000 UTC,2022-09-10 01:10:31 +0000 UTC,Java,39,684,57,1012,2021-04-06T18:36:54Z,5893,https://github.com/google/j2objc
doris,2017-08-10 12:13:30 +0000 UTC,2022-09-13 15:44:26 +0000 UTC,Java,13,6705,947,3308,2022-09-09T04:03:07Z,5868,https://github.com/apache/doris
Spring-Cloud-Platform,2017-05-25 10:35:26 +0000 UTC,2022-09-13 05:00:12 +0000 UTC,Java,3,5,0,34,2020-12-09T11:56:21Z,5854,https://github.com/wxiaoqi/Spring-Cloud-Platform
alluxio,2012-12-21 17:43:46 +0000 UTC,2022-09-13 17:06:00 +0000 UTC,Java,56,12138,665,1089,2022-08-05T19:54:45Z,5850,https://github.com/Alluxio/alluxio
beam,2016-02-02 08:00:06 +0000 UTC,2022-09-13 14:59:32 +0000 UTC,Java,24,12951,3926,516,2022-08-23T19:01:13Z,5847,https://github.com/apache/beam
jsonschema2pojo,2013-06-22 22:28:53 +0000 UTC,2022-09-13 18:53:22 +0000 UTC,Java,59,220,142,920,2022-05-03T20:21:33Z,5835,https://github.com/joelittlejohn/jsonschema2pojo
zeppelin,2015-03-25 07:00:06 +0000 UTC,2022-09-13 06:18:43 +0000 UTC,Java,0,133,0,0,No Releases,5811,https://github.com/apache/zeppelin
material-calendarview,2015-02-09 22:31:56 +0000 UTC,2022-09-13 01:30:05 +0000 UTC,Java,22,136,211,691,2019-01-23T15:06:52Z,5806,https://github.com/prolificinteractive/material-calendarview
motan,2016-04-20 10:56:17 +0000 UTC,2022-09-13 05:03:00 +0000 UTC,Java,19,162,339,423,2022-08-11T04:34:11Z,5798,https://github.com/weibocom/motan
BoomMenu,2016-03-19 12:04:12 +0000 UTC,2022-09-12 08:03:52 +0000 UTC,Java,0,3,114,133,No Releases,5765,https://github.com/Nightonke/BoomMenu
springside4,2012-02-23 08:39:03 +0000 UTC,2022-09-11 17:47:36 +0000 UTC,Java,3,33,40,426,2017-01-24T05:15:15Z,5764,https://github.com/springside/springside4
FEBS-Shiro,2018-03-20 02:17:48 +0000 UTC,2022-09-11 06:44:58 +0000 UTC,Java,0,44,6,167,No Releases,5760,https://github.com/febsteam/FEBS-Shiro
MinecraftForge,2012-01-30 01:35:01 +0000 UTC,2022-09-13 11:59:05 +0000 UTC,Java,0,2371,95,3888,No Releases,5744,https://github.com/MinecraftForge/MinecraftForge
from-java-to-kotlin,2017-05-21 11:56:27 +0000 UTC,2022-09-11 13:27:07 +0000 UTC,Java,0,48,5,6,No Releases,5739,https://github.com/MindorksOpenSource/from-java-to-kotlin
config,2011-12-06 08:02:29 +0000 UTC,2022-09-13 14:20:27 +0000 UTC,Java,0,192,214,291,No Releases,5739,https://github.com/lightbend/config
InfiniteCycleViewPager,2016-08-22 08:04:39 +0000 UTC,2022-09-09 13:50:17 +0000 UTC,Java,2,3,55,23,2016-08-31T08:06:43Z,5720,https://github.com/Devlight/InfiniteCycleViewPager
u2020,2013-11-14 11:58:23 +0000 UTC,2022-08-27 06:31:38 +0000 UTC,Java,0,209,12,70,No Releases,5711,https://github.com/JakeWharton/u2020
springBoot,2016-11-07 02:13:31 +0000 UTC,2022-09-13 13:43:22 +0000 UTC,Java,0,0,32,6,No Releases,5704,https://github.com/527515025/springBoot
DiskLruCache,2012-01-05 00:36:34 +0000 UTC,2022-09-05 17:35:37 +0000 UTC,Java,0,26,19,37,No Releases,5702,https://github.com/JakeWharton/DiskLruCache
Java-Tutorial,2018-05-01 15:57:21 +0000 UTC,2022-09-13 14:06:19 +0000 UTC,Java,0,7,25,8,No Releases,5694,https://github.com/h2pl/Java-Tutorial
blade,2015-06-10 03:35:49 +0000 UTC,2022-09-13 06:10:34 +0000 UTC,Java,9,154,6,247,2022-05-09T14:40:40Z,5691,https://github.com/lets-blade/blade
springfox,2012-05-06 06:38:57 +0000 UTC,2022-09-13 07:39:21 +0000 UTC,Java,12,279,257,3226,2020-07-14T03:17:57Z,5688,https://github.com/springfox/springfox
transmittable-thread-local,2013-10-13 08:48:33 +0000 UTC,2022-09-13 09:38:11 +0000 UTC,Java,53,109,23,213,2022-08-15T08:53:24Z,5685,https://github.com/alibaba/transmittable-thread-local
OpenSearch,2021-01-29 22:10:00 +0000 UTC,2022-09-13 18:29:12 +0000 UTC,Java,21,2370,631,870,2022-08-23T18:18:37Z,5677,https://github.com/opensearch-project/OpenSearch
ysoserial,2015-01-28 07:13:55 +0000 UTC,2022-09-13 18:20:04 +0000 UTC,Java,1,60,20,64,2022-06-29T01:44:09Z,5669,https://github.com/frohoff/ysoserial
AndroidPicker,2015-10-21 14:21:16 +0000 UTC,2022-09-08 09:07:45 +0000 UTC,Java,52,18,156,143,2022-08-31T11:39:13Z,5665,https://github.com/gzu-liyujiang/AndroidPicker
grafika,2013-12-19 18:36:53 +0000 UTC,2022-09-12 18:31:56 +0000 UTC,Java,1,5,48,53,2014-05-22T18:30:51Z,5661,https://github.com/google/grafika
ssm,2016-06-18 17:58:56 +0000 UTC,2022-09-13 12:22:29 +0000 UTC,Java,0,6,25,20,No Releases,5661,https://github.com/liyifeng1994/ssm
AndroidImageSlider,2014-06-02 06:04:17 +0000 UTC,2022-09-12 12:11:09 +0000 UTC,Java,5,16,291,97,2014-07-11T05:43:41Z,5650,https://github.com/daimajia/AndroidImageSlider
flowable-engine,2016-10-13 07:21:43 +0000 UTC,2022-09-13 16:36:02 +0000 UTC,Java,20,1887,260,830,2021-12-28T14:03:10Z,5635,https://github.com/flowable/flowable-engine
DiscreteScrollView,2017-03-03 23:38:54 +0000 UTC,2022-09-12 06:17:26 +0000 UTC,Java,2,5,40,150,2020-08-01T14:49:57Z,5621,https://github.com/yarolegovich/DiscreteScrollView
FastHub,2017-02-18 17:53:16 +0000 UTC,2022-09-13 08:56:41 +0000 UTC,Java,63,299,334,2201,2019-12-29T11:40:05Z,5618,https://github.com/k0shk0sh/FastHub
ListViewAnimations,2013-03-19 11:59:23 +0000 UTC,2022-09-08 12:55:13 +0000 UTC,Java,14,39,0,0,2014-08-21T20:00:54Z,5615,https://github.com/nhaarman/ListViewAnimations
circular-progress-button,2014-06-07 12:58:48 +0000 UTC,2022-09-10 12:27:26 +0000 UTC,Java,1,38,0,0,2021-10-05T10:57:18Z,5607,https://github.com/dmytrodanylyk/circular-progress-button
graphql-java,2015-07-06 06:52:20 +0000 UTC,2022-09-13 03:43:54 +0000 UTC,Java,47,1240,53,1070,2022-09-07T04:09:25Z,5604,https://github.com/graphql-java/graphql-java
ShowcaseView,2012-08-14 19:07:36 +0000 UTC,2022-09-11 18:50:33 +0000 UTC,Java,13,71,83,242,2016-04-06T20:27:51Z,5594,https://github.com/amlcurran/ShowcaseView
smile,2014-11-20 16:28:12 +0000 UTC,2022-09-13 15:46:39 +0000 UTC,Java,22,108,9,541,2020-12-05T17:00:23Z,5582,https://github.com/haifengl/smile
aurora-imui,2016-12-13 05:24:01 +0000 UTC,2022-09-09 11:56:21 +0000 UTC,Java,42,125,117,440,2019-01-10T02:37:59Z,5579,https://github.com/jpush/aurora-imui
Leaf,2018-12-11 07:41:35 +0000 UTC,2022-09-13 06:19:39 +0000 UTC,Java,0,8,50,88,No Releases,5570,https://github.com/Meituan-Dianping/Leaf
mapstruct,2012-05-28 12:42:42 +0000 UTC,2022-09-13 18:06:29 +0000 UTC,Java,25,690,358,1610,2022-06-18T17:01:17Z,5568,https://github.com/mapstruct/mapstruct
smali,2012-09-23 19:51:16 +0000 UTC,2022-09-13 17:22:05 +0000 UTC,Java,0,54,116,619,No Releases,5566,https://github.com/JesusFreke/smali
FlowLayout,2015-08-28 09:32:31 +0000 UTC,2022-09-09 08:44:49 +0000 UTC,Java,0,7,0,0,No Releases,5563,https://github.com/hongyangAndroid/FlowLayout
disconf,2014-05-30 09:39:27 +0000 UTC,2022-09-13 07:39:14 +0000 UTC,Java,12,13,179,190,2016-09-11T15:52:06Z,5529,https://github.com/knightliao/disconf
robolectric,2010-08-28 00:28:25 +0000 UTC,2022-09-12 11:15:51 +0000 UTC,Java,85,3462,498,2085,2022-08-22T22:32:52Z,5525,https://github.com/robolectric/robolectric
StickyListHeaders,2012-03-11 18:29:18 +0000 UTC,2022-09-06 03:10:48 +0000 UTC,Java,16,83,147,230,2015-05-20T18:31:51Z,5523,https://github.com/emilsjolander/StickyListHeaders
mosby,2015-03-25 00:59:19 +0000 UTC,2022-09-13 07:46:22 +0000 UTC,Java,15,69,24,239,2018-12-17T15:34:24Z,5497,https://github.com/sockeqwe/mosby
freeline,2016-08-03 17:22:52 +0000 UTC,2022-09-09 11:57:22 +0000 UTC,Java,22,36,181,800,2017-11-08T04:09:50Z,5489,https://github.com/alibaba/freeline
tcc-transaction,2015-12-05 04:27:53 +0000 UTC,2022-09-13 04:03:15 +0000 UTC,Java,5,51,5,287,2022-08-02T08:20:54Z,5489,https://github.com/changmingxie/tcc-transaction
micronaut-core,2018-03-07 12:05:08 +0000 UTC,2022-09-13 15:43:21 +0000 UTC,Java,132,3560,446,2635,2022-09-09T13:17:20Z,5467,https://github.com/micronaut-projects/micronaut-core
rebound,2013-10-11 01:12:37 +0000 UTC,2022-09-09 14:07:08 +0000 UTC,Java,10,25,23,27,2015-06-04T00:41:21Z,5467,https://github.com/facebookarchive/rebound
Fast-Android-Networking,2016-03-21 18:35:44 +0000 UTC,2022-09-11 15:07:00 +0000 UTC,Java,8,23,225,317,2018-07-10T08:10:11Z,5449,https://github.com/amitshekhariitbhu/Fast-Android-Networking
barcodescanner,2014-02-24 21:14:09 +0000 UTC,2022-09-13 12:37:06 +0000 UTC,Java,6,30,0,462,2017-08-19T07:22:50Z,5447,https://github.com/dm77/barcodescanner
HTextView,2015-12-19 16:34:59 +0000 UTC,2022-09-06 08:08:56 +0000 UTC,Java,0,14,41,58,No Releases,5406,https://github.com/hanks-zyh/HTextView
SystemBarTint,2013-11-17 12:35:05 +0000 UTC,2022-09-08 12:21:07 +0000 UTC,Java,3,3,0,0,2014-04-03T15:07:46Z,5389,https://github.com/jgilfelt/SystemBarTint
android-job,2015-08-20 19:36:54 +0000 UTC,2022-09-13 13:02:55 +0000 UTC,Java,31,43,3,535,2019-10-09T23:42:35Z,5383,https://github.com/evernote/android-job
junit5,2015-01-11 19:06:10 +0000 UTC,2022-09-13 14:40:16 +0000 UTC,Java,57,680,125,1828,2022-07-26T19:20:21Z,5378,https://github.com/junit-team/junit5
SwipeRecyclerView,2016-08-03 15:43:34 +0000 UTC,2022-09-13 06:57:19 +0000 UTC,Java,0,4,106,205,No Releases,5346,https://github.com/yanzhenjie/SwipeRecyclerView
gradle-retrolambda,2013-08-05 02:09:58 +0000 UTC,2022-09-11 11:41:50 +0000 UTC,Java,37,32,74,155,2017-07-23T20:21:10Z,5340,https://github.com/evant/gradle-retrolambda
springcloud-learning,2019-09-07 02:36:16 +0000 UTC,2022-09-13 13:20:26 +0000 UTC,Java,0,0,14,9,No Releases,5336,https://github.com/macrozheng/springcloud-learning
dubbo-spring-boot-project,2018-01-18 12:10:50 +0000 UTC,2022-09-13 09:26:23 +0000 UTC,Java,13,174,42,537,2021-03-12T13:38:40Z,5335,https://github.com/apache/dubbo-spring-boot-project
useful-java-links,2016-02-13 13:14:52 +0000 UTC,2022-09-13 15:44:05 +0000 UTC,Java,0,91,0,18,No Releases,5318,https://github.com/Vedenin/useful-java-links
XRecyclerView,2015-11-18 08:14:22 +0000 UTC,2022-09-13 16:22:43 +0000 UTC,Java,0,8,237,146,No Releases,5310,https://github.com/XRecyclerView/XRecyclerView
cw-omnibus,2012-03-12 14:12:06 +0000 UTC,2022-09-12 19:25:56 +0000 UTC,Java,36,3,0,0,2019-02-09T23:04:10Z,5286,https://github.com/commonsguy/cw-omnibus
react-native-splash-screen,2016-09-14 10:43:55 +0000 UTC,2022-09-13 12:45:49 +0000 UTC,Java,12,48,309,141,2021-12-05T14:33:15Z,5283,https://github.com/crazycodeboy/react-native-splash-screen
scribejava,2010-09-05 19:11:40 +0000 UTC,2022-09-13 05:56:30 +0000 UTC,Java,7,138,28,583,2021-05-11T13:25:53Z,5279,https://github.com/scribejava/scribejava
VitamioBundle,2012-10-19 08:40:49 +0000 UTC,2022-09-09 03:28:43 +0000 UTC,Java,0,7,292,187,No Releases,5271,https://github.com/yixia/VitamioBundle
Blurry,2015-07-23 14:12:08 +0000 UTC,2022-09-13 08:05:56 +0000 UTC,Java,0,16,82,21,No Releases,5269,https://github.com/wasabeef/Blurry
twoway-view,2013-01-18 20:55:23 +0000 UTC,2022-08-25 17:31:50 +0000 UTC,Java,0,11,149,92,No Releases,5261,https://github.com/lucasr/twoway-view
MagicCamera,2016-01-08 11:36:56 +0000 UTC,2022-09-13 03:48:47 +0000 UTC,Java,0,0,96,16,No Releases,5254,https://github.com/wuhaoyu1990/MagicCamera
android-advancedrecyclerview,2015-01-24 16:14:39 +0000 UTC,2022-09-08 11:00:53 +0000 UTC,Java,1,37,191,254,2018-12-16T10:53:05Z,5227,https://github.com/h6ah4i/android-advancedrecyclerview
FloatingActionButton,2015-03-21 12:36:16 +0000 UTC,2022-09-13 13:16:19 +0000 UTC,Java,14,28,204,199,2016-05-28T08:31:25Z,5224,https://github.com/Clans/FloatingActionButton
wechat,2015-05-25 02:33:37 +0000 UTC,2022-09-10 06:42:19 +0000 UTC,Java,0,1,42,11,No Releases,5207,https://github.com/motianhuo/wechat
TapTargetView,2016-09-11 09:07:36 +0000 UTC,2022-09-12 15:39:53 +0000 UTC,Java,23,81,49,244,2021-07-09T17:58:52Z,5207,https://github.com/KeepSafe/TapTargetView
zxing-android-embedded,2012-11-28 16:36:39 +0000 UTC,2022-09-13 10:11:30 +0000 UTC,Java,9,70,88,493,2021-10-25T14:08:53Z,5206,https://github.com/journeyapps/zxing-android-embedded
Side-Menu.Android,2015-01-13 11:11:27 +0000 UTC,2022-09-06 05:24:42 +0000 UTC,Java,2,6,17,57,2019-01-31T14:02:59Z,5205,https://github.com/Yalantis/Side-Menu.Android
android-lifecycle,2014-04-18 14:26:22 +0000 UTC,2022-09-08 10:59:30 +0000 UTC,Java,0,0,25,5,No Releases,5202,https://github.com/xxv/android-lifecycle
titan,2012-02-25 22:53:53 +0000 UTC,2022-09-11 09:15:03 +0000 UTC,Java,0,131,157,968,No Releases,5199,https://github.com/thinkaurelius/titan
quartz,2016-03-07 14:05:37 +0000 UTC,2022-09-13 11:33:13 +0000 UTC,Java,2,166,29,501,2019-10-23T16:28:13Z,5199,https://github.com/quartz-scheduler/quartz
otto,2012-06-27 19:06:49 +0000 UTC,2022-09-10 09:53:39 +0000 UTC,Java,0,58,13,102,No Releases,5197,https://github.com/square/otto
ksql,2016-09-27 21:30:15 +0000 UTC,2022-09-13 16:41:45 +0000 UTC,Java,8,5798,1092,1966,2020-01-14T19:55:10Z,5190,https://github.com/confluentinc/ksql
btrace,2014-08-28 18:58:24 +0000 UTC,2022-09-13 06:19:09 +0000 UTC,Java,29,119,11,403,2022-03-25T21:14:12Z,5183,https://github.com/btraceio/btrace
Dexter,2015-11-17 13:14:43 +0000 UTC,2022-09-07 10:18:28 +0000 UTC,Java,33,73,34,151,2021-07-02T10:43:51Z,5175,https://github.com/Karumi/Dexter
byte-buddy,2013-11-25 19:38:03 +0000 UTC,2022-09-13 09:17:11 +0000 UTC,Java,254,143,94,1039,2022-09-08T14:38:17Z,5156,https://github.com/raphw/byte-buddy
wiremock,2011-10-09 20:27:24 +0000 UTC,2022-09-13 18:06:04 +0000 UTC,Java,4,457,221,954,2022-04-29T13:43:52Z,5143,https://github.com/wiremock/wiremock
Android-ZBLibrary,2015-08-20 16:03:53 +0000 UTC,2022-09-13 02:23:47 +0000 UTC,Java,25,13,9,26,2019-08-17T09:18:50Z,5121,https://github.com/TommyLemon/Android-ZBLibrary
